filename,cloc,go-enry,guesslang,hyperpolyglot,linguist,magika,pygments-file-content,pygments-filename
GN,2.35584451872,0.30464249736,28.059456343319997,0.17719249026,4.850816031240001,0.9111499501,3.35863027818,1.4452693752799999
GSC,1.28112667212,0.14988571556,15.357020883719999,0.09176298996,2.68444227104,0.48059888559999997,1.5583125722800002,0.78850379888
Game Maker Language,2.3867882697200002,0.30313012036000003,27.628016803319998,0.17728506426,5.2447597452400005,0.9263695551000001,2.49335199818,1.47034181928
Gemfile.lock,0.21283427752,0.028584304760000002,2.47840051712,0.01510877966,0.46144312484000005,0.0778769541,0.27402806038000005,0.13061728948
Gemini,0.21295272852,0.02646476176,2.66891633612,0.014423421660000001,0.44623120484,0.0876403021,0.26725934938,0.12897326648
Genero 4gl,0.63975507856,0.08184477128,7.73721337836,0.04723016598,1.31011835552,0.23788419830000002,0.6894165051400001,0.39230614944
Genero per,0.21192080752,0.02788800876,2.52678126012,0.015433608660000002,0.43410972084000005,0.08586522910000001,0.22978429438000003,0.13998165248
Genie,0.85410920408,0.10937653904,10.25604593148,0.06493709364,2.17367563236,0.3332626844,0.9352215325200001,0.54100378492
Gerber Image,3.89215698336,0.49921989268,45.48990727616,0.28388673488,7.98245433012,1.3840410208,4.08333460784,2.34840911064
Gherkin,0.42612682604,0.05642039052,4.931298914280001,0.03065459132,0.90170354368,0.16082029120000002,0.4410265037600001,0.25382969296
Git Attributes,0.22556122652000002,0.02595924876,2.6713291571199997,0.01520218066,0.45507657384000005,0.0794949551,0.23048949038000002,0.12973783248
Git Config,0.64465369556,0.08538495128000001,7.285361725420001,0.04856841098,1.3755050395200001,0.26481909330000003,0.65349359114,0.38239769444000005
Git Revision List,0.21385121052,0.02768661676,2.5548312791199996,0.015250319660000003,0.45566746784,0.0786124451,0.22487172438000003,0.13033379348
Gleam,0.42691999204000003,0.06016183052,5.05793763324,0.03096267032,0.8795436616800001,0.1555428332,0.47108129476000005,0.26308794496
Glimmer JS,0.43011701004,0.05653862952,5.12179246024,0.03192412432,0.9139434796800001,0.1637681622,0.45836661976000004,0.26568627196
Glimmer TS,0.42399463704,0.05734275752,5.32557216624,0.032290374319999995,0.89161006668,0.15751506920000002,0.46008080676000007,0.26858523996
Glyph Bitmap Distribution Format,0.22351848852,0.02686632776,2.70017493312,0.015566869660000001,0.46460390984000005,0.0782078631,0.22696675238000003,0.13037656548
Gnuplot,1.70884171316,0.22004753808,20.04903636896,0.12471295328000001,3.7484507677200005,0.6315557038,1.86236043804,1.0514339988399999
Go,0.87644397908,0.10593392004,10.397100052479999,0.06313927764,1.8699980633600002,0.3357963324,1.38052590252,0.52969883392
